Gender,Country,SubscriptionType,ContractType,TenureMonths,MonthlyCharge,SupportTickets,DaysSinceLastLogin,PaymentFailures,Churn
Male,Egypt,Basic,Annual,17,37.11,2,5,0,1
Female,Egypt,Basic,Annual,15,49.92,2,9,1,1
Male,Germany,Free,Monthly,48,14.8,0,17,0,1
Female,Canada,Free,Monthly,32,7.83,1,9,0,0
Male,India,Basic,Annual,40,33.66,2,45,0,0
Female,USA,Free,Annual,57,8.65,1,51,0,0
Male,India,Basic,Monthly,58,32.85,0,9,0,0
Male,USA,Premium,Monthly,16,65.32,1,2,0,1
Female,Canada,Basic,Annual,28,28.21,2,5,0,0
Male,Canada,Basic,Monthly,1,47.8,2,14,1,1
Male,Canada,Free,Annual,41,10.84,1,7,2,1
Female,Egypt,Free,Monthly,48,6.29,2,13,1,1
Male,USA,Premium,Monthly,31,58.1,1,31,1,0
Male,Egypt,Free,Annual,36,0.6,0,12,0,1
Male,Egypt,Basic,Monthly,33,30.11,1,5,1,1
Female,UK,Premium,Monthly,33,57.64,4,10,1,1
Male,India,Basic,Monthly,23,34.95,2,30,1,1
Female,India,Premium,Monthly,60,55.02,1,12,0,0
Male,Germany,Free,Annual,30,4.83,2,6,1,0
Male,Egypt,Free,Annual,45,8.44,1,12,0,0
Male,USA,Basic,Annual,39,34.61,0,13,0,0
Female,UK,Free,Monthly,45,1.43,0,8,1,1
Male,UK,Premium,Monthly,12,65.5,0,120,1,1
Male,India,Premium,Monthly,32,87.37,2,32,0,1
Female,Egypt,Basic,Annual,56,39.0,1,26,0,0
Male,Germany,Basic,Annual,24,24.97,1,42,1,1
Female,Egypt,Premium,Annual,13,82.88,2,24,0,0
Female,Canada,Premium,Monthly,20,75.58,3,34,1,1
Male,Egypt,Basic,Monthly,56,24.98,3,12,1,1
Female,Canada,Free,Monthly,53,4.09,0,15,1,1
Male,Canada,Basic,Monthly,68,26.14,1,1,0,1
Female,Germany,Premium,Monthly,54,87.49,3,7,0,1
Female,USA,Basic,Annual,34,36.22,4,10,1,1
Male,India,Basic,Monthly,28,37.32,1,22,0,1
Female,Egypt,Premium,Monthly,50,68.4,1,14,1,1
Female,Canada,Basic,Monthly,2,39.2,2,21,1,1
Female,Egypt,Free,Annual,26,12.83,3,27,0,0
Female,USA,Free,Monthly,51,8.74,1,1,1,1
Female,India,Basic,Annual,47,21.12,1,7,0,0
Male,USA,Free,Annual,26,0.72,1,4,0,1
Female,India,Free,Monthly,61,0.92,1,5,1,0
Male,UK,Basic,Annual,23,25.98,1,15,0,0
Female,India,Free,Monthly,37,12.75,3,30,1,1
Male,Germany,Premium,Monthly,41,81.02,1,7,1,1
Male,USA,Premium,Annual,52,51.3,0,38,0,0
Female,Canada,Basic,Annual,49,44.22,0,49,0,0
Female,UK,Basic,Monthly,27,30.82,1,9,0,1
Female,Germany,Basic,Monthly,6,34.46,1,25,0,1
Male,Egypt,Free,Monthly,66,10.78,0,3,1,1
Female,USA,Free,Monthly,24,13.14,0,30,0,1
Male,Canada,Free,Monthly,38,6.53,2,4,0,1
Male,India,Basic,Monthly,28,33.42,0,26,1,0
Male,Canada,Basic,Monthly,28,46.21,1,12,0,1
Female,Egypt,Free,Annual,66,1.61,5,58,0,0
Female,UK,Free,Monthly,61,12.93,2,14,0,0
Male,UK,Basic,Monthly,46,38.67,1,1,0,0
Male,USA,Free,Monthly,69,7.26,5,14,1,1
Female,UK,Basic,Annual,43,48.07,3,35,0,0
Male,USA,Premium,Monthly,59,94.46,1,23,0,0
Female,USA,Premium,Monthly,2,65.2,1,75,1,1
Male,USA,Basic,Monthly,15,39.52,2,41,0,1
Female,India,Basic,Annual,37,35.81,1,16,0,0
Male,Germany,Free,Monthly,71,9.9,1,5,1,0
Female,USA,Basic,Annual,20,49.69,1,0,0,0
Male,USA,Free,Annual,35,2.26,1,87,0,0
Female,Germany,Premium,Annual,34,71.99,3,61,0,1
Female,Canada,Free,Annual,31,2.51,1,7,1,0
Male,USA,Premium,Monthly,19,86.95,1,22,0,1
Male,India,Free,Monthly,68,1.92,2,29,0,0
Female,UK,Basic,Annual,24,37.71,1,19,0,1
Male,UK,Premium,Monthly,39,64.17,3,41,0,0
Female,Egypt,Free,Monthly,54,3.79,0,2,1,0
Male,Egypt,Free,Annual,39,5.61,0,50,0,0
Female,UK,Basic,Monthly,17,37.92,0,11,0,0
Female,UK,Basic,Monthly,19,24.81,0,14,2,0
Female,India,Premium,Monthly,48,63.7,3,13,0,1
Female,Germany,Basic,Monthly,35,38.44,3,17,1,1
Female,Egypt,Premium,Annual,32,96.11,4,20,0,0
Female,Germany,Premium,Monthly,47,51.44,2,27,1,1
Male,India,Premium,Monthly,47,50.0,2,16,0,1
Male,UK,Free,Monthly,64,8.4,2,25,1,1
Male,USA,Free,Annual,46,10.43,3,9,1,1
Female,Germany,Premium,Annual,35,88.36,4,61,1,0
Female,UK,Basic,Monthly,17,38.15,3,1,1,1
Female,UK,Free,Annual,42,2.1,0,17,0,1
Female,Canada,Free,Monthly,29,5.85,4,2,0,0
Male,Germany,Free,Annual,70,4.26,3,13,1,0
Male,USA,Free,Monthly,17,10.99,1,7,1,1
Female,Germany,Basic,Annual,14,40.93,5,61,1,1
Male,UK,Free,Monthly,24,11.28,2,0,0,0
Male,USA,Premium,Monthly,57,92.62,1,11,0,0
Female,India,Basic,Monthly,50,33.76,1,34,0,0
Male,Canada,Premium,Annual,57,66.8,0,5,0,0
Female,UK,Free,Monthly,61,11.14,3,37,0,0
Male,Egypt,Premium,Annual,39,63.26,3,43,0,0
Female,Egypt,Free,Monthly,55,0.75,1,27,0,1
Female,Canada,Premium,Monthly,36,53.57,0,5,0,1
Female,India,Basic,Monthly,37,48.14,1,7,0,1
Female,UK,Premium,Annual,14,54.58,1,4,1,0
Male,Germany,Basic,Monthly,27,21.04,1,4,1,1
Female,Canada,Premium,Annual,31,68.16,1,1,0,0
Female,India,Premium,Annual,44,97.83,0,43,0,0
Female,Germany,Basic,Annual,68,35.42,1,17,0,0
Male,Egypt,Basic,Monthly,48,21.03,3,9,0,0
Female,Egypt,Premium,Annual,57,57.43,2,8,0,1
Male,Germany,Basic,Annual,22,25.15,2,17,0,0
Female,Canada,Premium,Monthly,4,66.85,0,9,0,1
Male,Egypt,Basic,Annual,72,40.57,0,44,1,0
Male,UK,Basic,Monthly,46,41.21,1,5,1,0
Female,USA,Premium,Monthly,59,88.99,1,47,1,1
Male,Germany,Free,Monthly,34,0.31,1,24,0,1
Female,Germany,Premium,Monthly,11,78.92,0,69,0,1
Female,Egypt,Basic,Monthly,31,45.71,0,0,0,1
Female,Canada,Free,Monthly,11,11.02,3,1,1,1
Male,UK,Free,Annual,56,1.81,2,15,2,1
Male,Canada,Free,Monthly,38,3.32,2,54,0,0
Female,India,Free,Monthly,21,4.91,1,29,1,0
Female,India,Free,Monthly,10,3.27,1,21,2,1
Male,USA,Free,Monthly,26,5.87,2,1,1,1
Female,Egypt,Basic,Annual,8,30.78,4,10,0,1
Female,Egypt,Premium,Monthly,8,72.25,1,9,0,0
Female,Egypt,Basic,Annual,60,34.25,1,17,0,0
Male,USA,Free,Monthly,72,13.96,1,7,2,1
Male,India,Basic,Annual,34,37.13,1,7,0,0
Male,Canada,Free,Monthly,16,11.01,1,21,0,1
Female,USA,Premium,Monthly,13,82.05,3,64,1,1
Female,USA,Basic,Annual,22,48.48,2,24,0,0
Female,Canada,Basic,Monthly,27,30.46,3,24,1,1
Male,Egypt,Basic,Annual,64,25.39,2,94,3,0
Female,UK,Free,Annual,2,8.45,2,4,0,1
Female,Canada,Premium,Monthly,26,87.2,1,1,1,1
Female,India,Basic,Monthly,69,40.37,2,30,0,1
Female,Germany,Premium,Monthly,30,78.09,3,13,1,1
Male,Germany,Basic,Annual,8,24.39,3,12,0,1
Male,USA,Free,Annual,38,1.42,2,6,0,0
Female,Germany,Premium,Monthly,61,84.08,0,16,1,0
Male,UK,Basic,Monthly,65,26.64,1,13,0,0
Male,Egypt,Free,Monthly,67,1.66,0,9,0,0
Female,India,Basic,Annual,46,32.5,2,13,0,1
Female,UK,Basic,Monthly,72,38.54,2,11,0,0
Male,India,Basic,Monthly,43,39.96,1,62,0,1
Female,India,Basic,Annual,59,48.88,0,86,0,0
Male,Egypt,Free,Monthly,46,11.9,3,40,0,1
Female,USA,Free,Monthly,72,10.06,0,102,0,0
Male,Germany,Free,Annual,35,10.05,1,7,1,0
Female,Egypt,Basic,Annual,39,33.63,1,41,2,1
Male,UK,Basic,Monthly,51,46.65,1,11,0,1
Male,USA,Free,Monthly,4,5.45,2,30,2,1
Male,UK,Premium,Monthly,51,86.91,1,5,0,1
Female,USA,Basic,Monthly,5,46.52,2,37,0,1
Male,UK,Premium,Annual,55,65.77,0,2,0,0
Male,Egypt,Free,Monthly,20,6.5,3,7,0,1
Female,USA,Free,Annual,24,4.15,0,38,0,0
Female,USA,Free,Annual,36,14.62,2,30,0,0
Male,India,Basic,Monthly,34,39.71,0,15,0,1
Male,India,Basic,Monthly,54,42.34,5,25,3,1
Female,Canada,Free,Monthly,34,2.42,0,5,0,0
Female,UK,Basic,Annual,17,22.5,1,24,1,1
Female,India,Premium,Annual,5,89.73,2,0,0,0
Female,Canada,Free,Monthly,18,9.2,1,39,0,1
Female,India,Basic,Annual,55,41.54,1,16,1,0
Male,UK,Premium,Monthly,53,95.84,2,63,0,1
Female,USA,Basic,Annual,50,30.41,2,14,0,0
Male,Germany,Free,Monthly,72,2.98,0,12,1,0
Male,UK,Free,Monthly,45,10.99,3,13,1,0
Male,Egypt,Premium,Annual,13,93.29,2,10,0,1
Female,India,Premium,Monthly,16,54.46,3,4,0,1
Male,India,Free,Monthly,13,2.18,0,41,0,1
Male,USA,Free,Monthly,20,1.81,2,11,2,1
Female,Egypt,Premium,Monthly,66,66.69,3,17,0,1
Male,USA,Basic,Monthly,47,41.99,2,0,0,0
Male,Egypt,Basic,Annual,19,31.8,1,1,1,0
Female,Germany,Basic,Monthly,45,41.65,2,20,0,1
Male,India,Basic,Monthly,37,29.74,1,47,0,0
Male,India,Free,Annual,54,10.43,0,15,0,1
Male,Germany,Free,Monthly,6,6.45,2,4,0,1
Female,Canada,Free,Monthly,14,10.37,0,3,0,0
Female,USA,Basic,Annual,4,46.38,2,51,0,0
Female,Germany,Premium,Annual,55,94.16,0,27,2,0
Male,USA,Basic,Annual,34,28.55,0,75,0,0
Male,UK,Free,Annual,27,9.01,3,2,0,0
Female,India,Free,Monthly,7,7.37,2,51,0,1
Male,USA,Basic,Annual,3,26.62,1,41,0,0
Male,Egypt,Basic,Monthly,47,38.44,1,49,0,1
Female,USA,Basic,Annual,2,46.11,0,0,1,0
Female,UK,Premium,Monthly,25,59.54,4,30,0,0
Male,India,Premium,Annual,60,62.76,0,18,0,0
Male,Germany,Free,Annual,24,3.66,2,19,0,0
Male,UK,Basic,Annual,15,38.57,2,14,1,1
Female,India,Free,Monthly,14,7.1,2,30,0,1
Female,USA,Premium,Monthly,54,54.04,2,192,1,1
Female,Canada,Premium,Annual,6,59.44,1,27,1,0
Female,Canada,Basic,Annual,18,20.82,0,25,0,0
Male,Egypt,Basic,Monthly,20,40.89,0,23,0,1
Female,India,Premium,Annual,62,86.52,1,26,0,0
Female,Canada,Free,Annual,40,1.63,1,9,1,0
Female,Germany,Basic,Monthly,39,29.34,0,8,0,0
Female,India,Basic,Annual,52,37.49,0,34,1,0
Female,Germany,Free,Monthly,32,9.17,1,1,0,1
Male,Germany,Premium,Monthly,27,78.71,0,31,2,1
Male,Canada,Premium,Monthly,52,94.85,2,37,0,1
Female,India,Free,Monthly,63,7.61,1,16,1,1
Male,USA,Free,Annual,63,14.94,1,53,0,0
Female,UK,Basic,Monthly,17,41.33,0,14,0,1
Female,Canada,Free,Annual,49,14.74,0,4,0,0
Male,Canada,Free,Annual,23,5.64,2,10,0,0
Male,USA,Free,Annual,72,3.0,0,52,1,0
Female,India,Free,Monthly,13,6.21,2,112,1,1
Female,India,Basic,Annual,23,30.93,1,12,0,0
Female,Germany,Basic,Monthly,57,39.5,0,4,0,0
Male,USA,Basic,Monthly,62,45.85,1,7,1,1
Female,USA,Basic,Monthly,54,23.96,3,18,0,0
Female,India,Basic,Monthly,20,44.41,3,19,2,1
Female,Germany,Premium,Annual,52,72.99,1,22,0,1
Male,Canada,Free,Monthly,23,2.23,1,40,0,1
Female,Egypt,Free,Annual,35,11.9,0,27,0,0
Female,UK,Premium,Monthly,67,53.32,1,7,1,1
Male,Canada,Premium,Monthly,34,75.97,2,11,0,0
Female,India,Free,Annual,33,14.2,0,40,0,0
Female,UK,Premium,Annual,46,85.39,3,22,0,0
Male,Egypt,Basic,Monthly,45,27.38,1,4,1,0
Female,Egypt,Basic,Monthly,19,40.66,2,9,0,0
Male,Germany,Free,Monthly,15,8.35,4,34,0,1
Male,UK,Free,Monthly,66,3.2,0,4,0,0
Female,Germany,Free,Annual,39,10.32,4,26,0,1
Female,Canada,Basic,Annual,18,34.5,0,18,0,1
Female,USA,Basic,Monthly,70,42.57,3,4,1,0
Female,USA,Free,Annual,59,7.84,2,26,0,1
Male,USA,Basic,Monthly,32,26.51,0,3,0,0
Female,UK,Free,Monthly,21,13.38,2,11,0,1
Male,USA,Free,Monthly,40,14.57,1,8,0,0
Female,Canada,Premium,Annual,27,67.93,1,26,1,1
Female,Germany,Premium,Monthly,2,50.46,1,34,0,1
Female,UK,Premium,Monthly,39,88.11,1,4,0,1
Male,Germany,Free,Monthly,56,2.31,0,37,0,0
Female,UK,Premium,Monthly,13,95.03,2,0,0,1
Female,Germany,Free,Annual,56,8.06,1,17,0,0
Female,Egypt,Basic,Monthly,66,36.69,1,16,1,0
Female,Germany,Basic,Monthly,56,34.82,2,22,1,1
Male,USA,Basic,Annual,28,32.3,1,6,0,0
Female,Egypt,Free,Annual,64,1.9,1,0,0,0
Male,Germany,Free,Annual,71,5.2,2,13,0,0
Male,UK,Premium,Monthly,64,89.69,2,2,0,0
Male,UK,Basic,Monthly,56,23.46,1,49,0,0
Male,UK,Basic,Monthly,41,29.0,2,4,1,1
Male,India,Premium,Monthly,41,62.6,0,12,1,0
Male,Canada,Basic,Annual,4,29.79,2,13,0,1
Female,UK,Free,Monthly,57,12.77,2,18,1,1
Male,Egypt,Free,Monthly,30,13.97,1,34,1,1
Male,UK,Free,Monthly,46,14.59,0,14,1,1
Male,India,Basic,Monthly,56,43.91,2,1,0,0
Female,USA,Basic,Annual,31,22.81,0,32,1,0
Female,Egypt,Basic,Monthly,7,25.47,0,2,0,1
Male,India,Free,Monthly,54,6.0,2,23,2,0
Female,USA,Free,Monthly,8,10.95,1,36,0,1
Male,Egypt,Basic,Monthly,55,21.33,1,7,1,1
Male,Germany,Free,Monthly,69,12.43,1,13,1,1
Female,Canada,Premium,Annual,44,77.59,2,0,0,0
Male,Canada,Basic,Monthly,13,46.2,2,36,0,0
Female,India,Free,Annual,20,8.35,2,27,0,0
Female,USA,Free,Annual,32,2.57,0,6,0,0
Male,Canada,Basic,Annual,60,44.91,2,11,0,0
Male,USA,Basic,Annual,50,29.74,2,26,0,0
Female,USA,Free,Monthly,27,8.3,2,10,0,1
Male,India,Premium,Monthly,25,80.56,2,4,1,1
Male,India,Premium,Monthly,52,83.31,0,16,0,1
Male,India,Free,Annual,68,4.54,2,28,2,0
Female,Canada,Premium,Annual,21,61.01,0,9,0,0
Female,India,Free,Annual,18,7.52,2,3,0,0
Male,Canada,Free,Monthly,39,13.0,4,39,0,1
Female,India,Free,Annual,15,11.92,2,6,0,1
Female,UK,Basic,Monthly,53,28.57,1,16,0,0
Female,USA,Premium,Monthly,38,88.61,3,26,0,1
Female,India,Free,Monthly,48,4.02,1,8,0,1
Female,Egypt,Free,Monthly,52,1.2,0,23,0,0
Male,USA,Premium,Monthly,72,55.03,0,14,0,0
Male,USA,Basic,Monthly,28,24.9,1,19,0,0
Male,India,Basic,Monthly,16,30.29,1,20,0,1
Female,Germany,Basic,Annual,16,36.86,3,38,0,0
Female,India,Premium,Annual,35,93.59,4,23,1,1
Male,USA,Premium,Annual,17,75.68,1,7,0,0
Female,Egypt,Basic,Monthly,52,42.16,1,1,2,0
Male,USA,Free,Annual,12,6.38,2,0,0,0
Male,Egypt,Free,Annual,48,6.38,1,52,0,0
Male,Canada,Premium,Monthly,22,71.59,0,63,0,1
Female,UK,Free,Monthly,49,5.93,0,2,0,0
Female,USA,Free,Monthly,52,5.0,5,15,0,1
Male,India,Premium,Monthly,1,83.59,0,4,1,1
Male,Canada,Basic,Annual,66,49.45,1,65,0,0
Male,UK,Basic,Annual,64,31.09,4,6,0,0
Male,India,Free,Monthly,8,2.2,1,15,1,0
Female,Germany,Premium,Annual,25,55.58,2,4,0,0
Female,India,Free,Annual,66,4.25,2,9,0,0
Male,Egypt,Basic,Annual,70,21.67,1,7,0,0
Male,Egypt,Basic,Monthly,51,38.77,2,14,0,1
Female,Germany,Free,Annual,53,8.73,0,12,1,0
Female,Canada,Basic,Monthly,15,27.31,5,9,0,1
Male,UK,Free,Monthly,50,4.89,1,2,0,0
Male,India,Premium,Monthly,71,82.75,1,15,1,1
Male,Egypt,Free,Monthly,38,4.39,1,42,1,1
Female,Canada,Free,Annual,40,6.03,0,29,0,0
Female,Germany,Free,Monthly,66,11.47,2,28,1,0
Female,USA,Basic,Monthly,39,29.86,2,10,0,0
Male,Egypt,Premium,Monthly,17,78.29,1,27,0,1
Male,Germany,Free,Annual,7,5.64,1,14,0,0
Female,India,Free,Monthly,39,7.98,2,4,0,0
Female,UK,Free,Annual,68,14.13,0,12,0,0
Male,Egypt,Free,Monthly,35,10.22,3,3,0,1
Female,Egypt,Free,Monthly,51,9.68,0,3,0,1
Female,India,Basic,Monthly,47,28.72,1,1,0,0
Male,USA,Premium,Monthly,36,87.14,0,7,0,1
Female,Canada,Premium,Monthly,64,78.69,2,9,0,0
Male,UK,Free,Monthly,13,9.2,0,26,0,1
Male,Egypt,Premium,Annual,18,79.74,3,17,1,1
Male,UK,Basic,Annual,21,49.49,2,43,0,0
Male,Egypt,Free,Monthly,65,1.88,1,4,1,1
Male,UK,Free,Monthly,8,4.87,1,7,0,1
Male,Germany,Free,Annual,48,8.47,1,62,0,0
Male,Egypt,Free,Monthly,43,13.22,1,13,0,0
Female,UK,Basic,Monthly,53,34.81,2,34,0,0
Male,Canada,Basic,Annual,27,24.3,0,15,0,1
Male,Germany,Free,Annual,19,1.11,3,14,0,0
Female,Germany,Basic,Monthly,23,27.69,1,4,1,0
Female,Canada,Premium,Monthly,50,94.97,2,42,0,1
Female,UK,Basic,Monthly,51,31.4,1,2,1,0
Male,India,Basic,Annual,43,36.98,1,8,0,0
Female,Canada,Free,Monthly,51,7.95,2,25,1,0
Male,UK,Free,Monthly,69,13.52,1,16,1,0
Male,Canada,Premium,Monthly,41,55.73,1,47,0,0
Male,Canada,Free,Monthly,72,11.96,2,1,0,0
Male,Egypt,Basic,Annual,11,23.35,2,23,0,1
Female,UK,Premium,Annual,52,75.32,3,14,2,1
Female,India,Free,Annual,23,1.66,1,4,0,0
Male,Egypt,Basic,Monthly,49,24.09,2,30,1,1
Male,Canada,Free,Monthly,38,10.43,0,12,0,1
Male,USA,Premium,Monthly,47,82.22,2,17,2,1
Female,Canada,Free,Monthly,72,2.84,0,75,0,0
Male,Canada,Basic,Annual,7,21.51,1,15,1,1
Male,UK,Basic,Monthly,66,25.19,2,38,0,0
Female,UK,Basic,Monthly,62,24.19,3,32,0,1
Female,Egypt,Free,Monthly,29,4.68,1,24,1,1
Male,India,Free,Annual,38,6.66,2,50,0,0
Female,Egypt,Basic,Monthly,33,48.38,3,6,0,0
Female,Germany,Premium,Monthly,29,56.72,1,38,0,0
Male,Canada,Premium,Monthly,23,75.86,2,10,2,1
Female,USA,Free,Annual,3,8.55,1,37,0,0
Male,Canada,Premium,Monthly,45,94.08,1,15,0,0
Female,Canada,Basic,Annual,8,47.55,0,43,0,0
Male,Egypt,Free,Annual,29,14.65,0,50,1,0
Male,USA,Free,Monthly,2,0.75,1,20,0,0
Male,USA,Premium,Annual,50,88.31,0,16,0,0
Female,USA,Premium,Monthly,65,65.73,0,34,0,1
Male,Egypt,Basic,Annual,20,33.29,0,7,0,0
Female,Canada,Premium,Monthly,52,70.34,0,0,0,0
Male,Egypt,Basic,Monthly,37,27.94,2,11,0,1
Male,UK,Premium,Monthly,72,95.94,0,16,0,0
Female,UK,Premium,Monthly,27,69.35,1,8,0,1
Male,Egypt,Basic,Annual,47,27.13,1,11,1,1
Male,USA,Premium,Monthly,6,88.07,1,3,1,0
Female,Canada,Basic,Annual,60,31.61,1,7,0,0
Male,Egypt,Free,Monthly,45,1.94,0,6,0,0
Male,Egypt,Free,Annual,44,9.49,3,8,0,0
Male,Egypt,Free,Monthly,18,10.8,0,8,0,1
Male,Germany,Premium,Monthly,65,62.83,1,18,0,0
Female,UK,Free,Monthly,25,9.49,3,6,2,0
Female,USA,Free,Annual,27,0.79,3,62,0,0
Male,India,Premium,Monthly,7,83.47,4,16,0,1
Female,USA,Premium,Monthly,44,64.05,0,3,0,0
Male,India,Basic,Monthly,29,30.59,2,7,0,1
Female,Germany,Premium,Annual,44,67.51,2,29,1,0
Male,Egypt,Basic,Monthly,36,48.7,0,0,1,0
Male,Germany,Premium,Monthly,19,62.35,3,61,0,1
Male,Germany,Basic,Monthly,6,37.01,0,13,0,1
Male,Canada,Basic,Annual,25,29.17,2,16,0,1
Male,UK,Free,Annual,31,13.5,3,98,2,1
Male,India,Free,Monthly,9,1.77,0,15,1,0
Female,Egypt,Free,Monthly,37,4.66,1,65,0,0
Male,India,Basic,Monthly,27,35.62,1,54,1,1
Female,USA,Free,Monthly,13,8.15,2,62,0,0
Male,India,Premium,Monthly,41,51.13,5,37,0,1
Female,USA,Free,Annual,66,1.67,3,8,0,0
Female,UK,Basic,Monthly,24,48.4,0,9,0,1
Female,USA,Free,Annual,44,14.02,1,10,0,0
Male,India,Basic,Monthly,60,38.93,3,85,0,1
Male,India,Premium,Annual,9,90.14,0,10,0,1
Female,USA,Premium,Monthly,2,82.36,2,3,0,1
Male,Germany,Free,Monthly,56,7.23,2,33,1,1
Female,UK,Free,Monthly,30,8.58,1,10,0,0
Male,Canada,Premium,Monthly,22,77.64,0,21,0,1
Female,Egypt,Free,Monthly,13,11.85,3,57,0,1
Female,India,Premium,Annual,71,54.24,0,19,0,0
Male,Egypt,Free,Annual,16,2.91,1,22,1,1
Female,Canada,Premium,Monthly,45,57.84,1,23,0,1
Male,Egypt,Free,Monthly,65,13.15,5,21,1,0
Female,Canada,Free,Monthly,11,12.29,1,4,0,1
Female,USA,Premium,Monthly,70,66.34,1,13,0,0
Male,Germany,Free,Monthly,20,14.92,2,0,0,0
Male,India,Free,Annual,63,11.03,1,22,0,0
Male,Canada,Basic,Annual,12,38.25,0,19,0,0
Female,Egypt,Free,Annual,62,12.7,3,8,0,0
Male,India,Free,Monthly,42,6.22,1,16,0,0
Female,Germany,Basic,Annual,69,33.72,3,15,1,0
Female,USA,Basic,Annual,58,32.37,2,6,0,0
Male,India,Free,Monthly,5,11.45,0,8,0,0
Male,Canada,Premium,Monthly,27,80.39,3,32,0,1
Female,Germany,Free,Annual,28,4.14,1,31,0,0
Female,Egypt,Basic,Monthly,26,21.12,2,14,0,1
Male,Germany,Free,Monthly,49,8.45,3,28,1,1
Male,Germany,Basic,Monthly,21,23.18,1,13,0,1
Male,UK,Free,Monthly,1,11.2,3,42,0,1
Male,Germany,Basic,Monthly,58,37.14,1,9,2,1
Male,Germany,Basic,Annual,55,20.23,0,58,0,0
Female,India,Basic,Annual,26,39.59,1,17,2,0
Female,Egypt,Free,Annual,25,6.49,0,17,0,0
Female,India,Basic,Monthly,33,39.58,0,24,1,1
Female,India,Free,Annual,72,13.27,3,9,1,1
Male,Canada,Free,Monthly,69,1.69,2,28,1,0
Male,India,Free,Monthly,6,10.2,1,8,0,1
Male,UK,Free,Monthly,23,3.9,1,11,2,1
Female,UK,Premium,Monthly,30,72.51,1,25,1,1
Female,Canada,Basic,Monthly,54,32.86,1,10,0,1
Male,USA,Free,Monthly,11,4.85,3,5,2,1
Male,Egypt,Basic,Monthly,31,43.08,2,45,0,1
Female,Egypt,Basic,Monthly,6,44.67,3,56,0,1
Female,India,Free,Annual,11,5.49,6,22,1,1
Male,India,Free,Monthly,12,10.9,2,37,1,1
Male,USA,Premium,Annual,66,61.22,0,95,1,1
Female,India,Free,Monthly,53,8.21,4,21,0,1
Male,Egypt,Premium,Monthly,36,88.68,2,53,0,1
Male,Germany,Basic,Annual,17,36.86,0,10,0,0
Male,UK,Basic,Monthly,28,24.73,3,27,1,1
Female,Germany,Basic,Monthly,22,42.09,3,1,1,1
Female,Germany,Basic,Annual,7,21.12,0,34,0,1
Female,Egypt,Free,Monthly,15,2.62,2,39,1,1
Female,Germany,Free,Annual,11,12.52,4,11,0,1
Female,USA,Basic,Monthly,24,27.67,1,22,0,0
Female,Canada,Premium,Monthly,67,97.59,2,43,0,1
Female,India,Premium,Monthly,30,50.38,2,47,1,1
Male,Canada,Basic,Monthly,70,43.91,4,2,0,0
Male,UK,Basic,Annual,66,30.26,3,39,1,0
Male,India,Basic,Annual,61,47.02,0,7,0,0
Male,Germany,Basic,Monthly,41,21.54,3,29,1,1
Male,UK,Basic,Monthly,51,41.75,0,9,0,1
Male,India,Free,Annual,44,10.58,3,1,1,1
Male,USA,Basic,Monthly,13,25.24,1,5,0,1
Female,USA,Free,Monthly,12,3.69,1,12,0,1
Female,USA,Premium,Monthly,9,61.26,1,30,1,1
Male,USA,Free,Monthly,48,6.27,3,2,0,1
Male,Germany,Premium,Annual,49,54.7,0,37,2,0
Female,Canada,Basic,Annual,53,45.2,2,127,0,1
Male,India,Free,Monthly,56,10.61,1,34,0,1
Male,Germany,Free,Monthly,40,14.62,2,14,0,0
Female,USA,Basic,Monthly,24,36.78,0,18,0,0
Male,Canada,Basic,Monthly,72,38.86,2,0,0,0
Female,UK,Free,Monthly,33,1.31,4,5,0,0
Male,UK,Free,Annual,23,5.72,3,50,0,0
Female,UK,Free,Monthly,54,7.6,6,0,0,0
Female,USA,Free,Monthly,53,4.03,3,52,1,1
Female,UK,Free,Monthly,49,7.94,1,3,0,0
Male,Egypt,Basic,Monthly,49,22.55,1,3,1,1
Female,India,Basic,Monthly,60,38.62,3,4,0,0
Male,India,Basic,Annual,65,46.46,2,35,1,0
Male,USA,Basic,Monthly,32,30.54,3,14,0,1
Male,Egypt,Premium,Annual,21,69.65,2,3,1,0
Male,Germany,Free,Monthly,18,4.06,4,26,1,1
Female,Germany,Premium,Monthly,60,71.91,1,62,0,1
Female,UK,Basic,Monthly,13,47.1,3,19,0,1
Male,Canada,Free,Monthly,24,5.35,2,2,1,0
Male,Germany,Basic,Monthly,30,23.75,5,1,1,1
Female,Canada,Basic,Monthly,2,24.32,3,35,0,0
Male,India,Basic,Annual,25,46.73,1,22,0,0
Female,Canada,Premium,Annual,50,69.74,3,56,0,0
Male,India,Free,Monthly,14,12.35,3,17,0,1
Male,Egypt,Free,Monthly,6,5.37,2,1,0,1
Female,Egypt,Free,Monthly,30,1.49,0,11,1,1
Male,USA,Premium,Monthly,30,92.31,1,24,0,1
Female,USA,Basic,Monthly,38,38.37,2,11,0,1
Male,UK,Basic,Annual,58,48.53,2,172,1,1
Male,Germany,Basic,Monthly,41,44.53,1,11,1,0
Male,UK,Premium,Monthly,57,94.86,1,17,0,0
Female,India,Premium,Monthly,36,60.02,1,6,0,0
Male,UK,Basic,Monthly,64,29.82,4,4,0,0
Male,Canada,Premium,Annual,16,64.29,1,23,0,0
Male,India,Premium,Monthly,72,65.23,2,20,0,0
Male,USA,Basic,Monthly,14,28.63,3,0,0,1
